ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,EDUCATION_LEVEL.1,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3,TARGET_LABEL_BAD=0
45348,0,2,0,0,0,1,0,3,3,3,3,0,SP,FERNANDOPOLIS,BERNARDO PESSUTTO,0,3,2,2,1,1,3762,521,0,0,1,1,0,2,2,3,0,0,3,3,3,0,5,4,3,1,4,5,1,1,0,0,1,1,32,3,3,1
15186,1,0,0,0,0,1,0,3,3,3,3,0,RS,Dom pedrito,arrue,0,1,0,1,0,1,1693,617,0,1,1,1,1,3,3,3,0,1,3,3,3,1,5,3,3,3,3,3,0,0,1,1,1,1,25,3,3,1
25186,0,1,0,1,0,0,0,3,2,3,3,0,RS,PELOTAS,SIMOES LOPES,1,3,3,4,1,0,2912,537,0,0,0,0,0,3,3,3,0,0,3,3,2,1,3,2,3,3,3,2,0,0,0,0,0,1,28,3,3,0
1805,0,0,0,0,0,0,1,3,3,3,4,1,BA,TEEIXEIRA DE FREITAS,CASTELINHO,0,3,3,3,0,0,1574,415,1,0,1,0,1,3,4,3,0,1,4,3,3,1,4,3,2,3,3,3,0,1,0,1,0,1,36,1,3,0
31989,0,0,2,0,1,1,0,3,3,3,3,0,SP,QUELUZ,ALTO DA IGREJA,0,3,3,3,1,1,3304,582,1,1,0,0,0,3,3,3,0,0,2,3,3,0,3,3,3,4,3,3,1,0,1,0,1,0,49,3,3,1
24865,0,0,0,0,0,0,0,2,3,4,3,1,SP,Guaruja,Vila Zilda,1,3,3,4,1,1,3487,525,0,1,1,0,1,3,2,3,0,0,4,2,3,0,3,2,3,3,3,3,0,0,1,1,1,1,25,3,3,1
4379,0,0,0,0,0,0,1,3,4,4,2,0,PE,LIMOEIRO,LOTEAMENTO LAGOA AZUL,1,3,3,3,0,1,2570,473,0,1,1,0,1,3,3,3,0,0,3,3,3,1,4,3,3,4,3,3,1,0,0,0,1,1,25,2,3,1
7107,2,0,0,0,1,0,0,3,3,2,3,0,SP,FERNANDOPOLIS,BERNANRDO PESSUTTO,0,3,3,3,1,0,1953,705,1,1,1,1,1,3,3,3,0,1,3,4,3,1,3,3,3,3,4,4,1,1,1,0,0,0,25,3,4,1
41896,0,1,2,0,0,1,0,2,1,3,3,0,AL,penedo,santa luzia,0,3,3,4,1,1,475,350,1,0,1,1,0,3,3,4,0,1,3,4,3,0,3,4,3,3,3,4,1,0,1,1,0,1,43,3,4,0
40233,0,0,0,0,0,0,0,3,3,2,3,1,RJ,TERESOPOLIS,BONSUCESSO,0,3,4,2,1,0,1903,604,0,1,1,0,1,3,2,3,1,0,3,0,3,1,5,3,3,3,3,3,1,0,1,0,1,0,32,3,3,1
47976,0,0,1,0,1,0,0,3,2,3,3,0,RJ,Sao Goncalo,Rio do Ouro,1,4,3,3,1,0,3710,585,0,1,1,0,1,2,3,3,0,0,3,3,3,1,3,4,3,5,4,3,1,0,0,1,1,1,34,3,3,1
43395,0,0,0,0,0,0,0,3,3,4,3,0,PR,cianorte,sao lorenco,1,3,2,3,0,1,2687,583,0,0,0,0,1,3,3,3,0,1,4,3,3,1,3,3,3,3,2,3,0,1,0,0,0,0,50,2,3,0
43612,0,0,0,0,0,0,0,3,3,3,3,1,MS,tres lagoas,interlagos,0,4,3,3,0,1,5563,543,1,0,1,1,1,3,4,3,0,1,4,3,3,0,3,3,3,3,3,2,0,1,0,1,1,0,25,2,3,0
20347,2,0,2,0,1,1,0,3,3,3,2,0,CE,juazeiro do norte,triangulo,0,4,2,3,0,0,1347,625,0,1,1,0,1,3,2,5,0,1,3,3,3,1,3,3,3,3,5,3,1,1,1,0,1,1,43,3,2,1
602,0,0,0,0,1,0,0,3,4,3,2,1,SP,Guarulhos,Jardim Ponte alta I,0,3,3,4,0,1,3835,476,0,1,1,0,1,3,3,3,0,0,3,4,3,1,4,3,4,3,3,4,1,1,1,1,1,1,31,5,2,1
12561,0,1,0,0,1,1,1,4,4,3,3,1,RJ,RIO BONITO,BOA ESPERANCA,1,4,3,2,0,0,2548,490,0,1,0,0,0,3,3,3,1,0,3,3,3,1,3,3,3,2,3,4,1,0,1,1,0,0,52,3,3,1
3966,0,1,0,0,0,0,0,3,3,3,4,0,AL,ATALAIA,AT JOAO MIRANDA,0,3,2,3,0,0,3747,617,1,1,1,1,0,4,3,3,0,1,3,4,3,0,3,2,3,4,3,3,1,0,1,0,0,0,34,3,3,1
16065,0,0,0,0,1,1,1,3,3,3,3,1,SP,Sao Paulo,Vila Progresso Zona Leste,0,3,3,5,1,0,2411,330,0,1,0,0,0,3,2,2,0,1,3,3,3,0,1,2,3,3,3,3,1,0,1,1,1,1,26,2,3,1
14549,0,0,0,0,0,0,1,5,2,3,3,1,PI,PARNAIBA,RODOVIARIA,1,2,3,3,1,1,3331,420,1,1,0,1,1,3,4,3,0,1,3,3,3,0,3,3,2,3,3,4,0,0,0,0,1,1,34,3,3,1
22866,0,0,1,0,1,0,1,5,3,4,3,1,PB,RIO TINTO,CENTRO,0,3,3,3,0,0,2479,479,1,1,0,0,1,3,2,4,1,1,3,3,3,1,3,3,3,3,2,3,0,1,0,0,1,1,33,3,3,1
786,0,0,0,0,1,1,1,2,3,3,1,1,SC,CAPIVARI DE BAIXO,CENTRO,1,4,3,3,0,0,3079,436,1,1,1,1,1,5,3,4,0,1,3,2,3,0,3,3,4,3,3,4,0,0,0,0,1,0,49,2,4,0
12031,0,1,0,1,0,1,0,3,5,3,3,1,ES,SAO MATEUS,BONSUCESSO II,1,2,3,2,0,1,2802,489,1,0,0,0,0,4,3,3,0,1,3,4,1,1,4,2,3,3,3,3,1,1,1,1,0,1,33,3,1,0
4293,0,0,1,0,1,0,0,3,3,3,3,0,MA,IMPERATRIZ,VL BRASIL,0,3,3,3,0,1,3320,537,1,0,1,1,1,2,2,3,1,0,3,2,2,1,4,3,3,2,3,3,0,0,0,0,1,0,46,3,2,0
41560,0,1,0,0,0,1,1,3,3,2,3,0,SP,TAQUARIVAI,CENTRO,0,3,3,3,0,1,1539,666,1,1,1,0,0,3,3,3,0,1,3,3,4,0,2,3,3,3,3,3,1,0,1,1,1,0,39,4,1,1
35145,0,0,0,0,0,0,0,3,4,2,3,1,SP,OSASCO,JD BARONESA,0,3,2,4,1,0,3836,513,0,1,0,1,1,3,3,4,0,0,3,3,4,0,3,4,3,3,3,3,1,0,0,1,0,0,34,3,3,1
3676,0,0,1,0,1,1,0,3,2,3,5,0,GO,APARECIDA DEGOIANIA,JARDIM OLIMPICO,1,3,4,3,1,1,3183,547,1,1,0,1,1,3,3,3,1,1,3,3,3,0,3,3,3,1,3,3,1,1,1,0,0,1,25,4,2,1
36118,0,0,1,0,1,1,1,3,4,3,3,0,RS,CIDREIRA,ZONA A,0,5,3,3,1,1,0,442,1,1,0,1,0,2,3,4,1,1,3,4,3,0,3,3,3,3,2,3,1,1,1,0,0,0,29,3,3,1
49534,0,0,0,0,1,0,0,3,4,3,3,0,RS,TRES COROAS,CENTRO,0,4,1,3,0,1,3838,356,1,1,1,1,1,5,2,2,0,1,3,3,3,1,4,3,3,3,3,3,1,0,0,1,1,0,32,3,3,1
38792,0,0,0,0,0,1,1,3,3,2,3,1,BA,PRADO,Luis Eduardo,0,3,3,3,1,0,3224,506,0,0,1,0,1,4,3,3,0,1,3,2,3,1,3,3,3,3,3,3,0,0,0,0,0,0,25,3,4,1
15244,0,1,0,0,0,0,1,4,3,3,3,1,PE,Paulista,Janga,1,3,3,4,1,0,2777,541,0,1,0,0,0,4,3,2,0,0,5,4,3,0,3,4,3,3,3,3,1,1,1,0,0,0,34,3,2,1
32446,0,0,0,0,1,0,1,3,3,3,3,1,SP,bauru,gasparini,1,3,3,3,1,1,4649,339,0,1,1,0,0,4,4,3,0,1,3,3,3,1,3,3,3,2,2,3,1,0,1,1,0,0,25,3,3,1
46164,0,0,0,0,0,1,0,3,3,1,4,1,SP,Bauru,gasparini,1,3,5,3,1,1,2730,447,1,1,1,0,0,3,4,4,0,1,3,3,2,1,3,4,3,3,3,3,1,0,1,1,0,1,33,3,3,1
40016,0,2,0,0,1,1,1,3,3,3,4,1,TO,ARAGUACU,ST AEROPORTO,0,3,2,3,0,0,4725,469,1,0,1,0,0,3,3,3,0,1,3,3,2,0,3,2,3,2,3,3,1,0,1,1,1,1,28,4,3,0
397,0,0,0,0,0,0,0,3,3,3,3,1,SP,SAO JOSE DO RIO PRETO,ELDORADO,0,2,3,3,0,1,3278,645,1,1,0,0,1,3,3,3,0,1,5,3,3,0,3,3,3,3,3,4,1,0,1,1,0,0,46,4,3,1
26201,0,0,0,0,1,0,0,3,2,4,3,1,SP,AMPARO,TRES PONTES,0,3,3,3,0,0,3180,482,0,1,0,0,1,2,3,3,0,1,3,3,3,0,3,3,3,2,3,3,1,0,0,0,1,0,42,3,2,1
21684,0,0,0,0,0,1,0,3,3,3,3,1,SP,ILHA COMPRIDA,BALNEARIO MONTE CARLOS,1,2,1,3,0,0,2704,495,1,0,1,1,1,3,3,3,0,1,4,4,2,1,4,2,3,3,3,3,0,0,0,0,1,0,25,3,3,1
11817,0,0,2,0,0,0,1,4,3,3,3,0,RS,Porto Alegre,aberta dos Morros,0,3,4,4,1,1,3370,374,0,1,1,1,0,3,3,3,0,0,3,3,3,0,3,3,2,3,2,4,1,1,0,1,1,0,33,3,3,1
464,0,0,0,0,1,0,1,3,3,4,4,1,SP,SANTA ISABEL,JARDIM ELDORADO,0,3,3,3,1,1,3323,500,0,1,0,1,0,4,3,1,1,0,3,3,4,0,3,2,3,3,2,4,1,1,1,1,0,0,32,3,3,1
4446,0,1,0,0,0,0,0,4,3,3,5,1,BA,SALVADOR,COSME DE FARIAS,0,3,3,4,1,1,2289,550,1,1,0,1,0,2,3,3,1,0,2,3,3,1,2,3,3,3,2,3,1,1,0,0,1,0,34,3,4,1
33588,0,2,0,0,0,0,0,3,4,3,3,1,PE,Jaboatao dos Guararapes,Cavaleiro,1,3,4,3,0,0,5013,394,1,1,0,1,0,3,4,3,0,0,4,3,3,1,3,3,3,3,2,3,1,1,1,0,1,0,36,3,2,1
35710,0,0,0,0,1,1,0,3,3,2,4,0,PA,ITINGA DO PARA,POMBAL,1,3,3,3,0,1,4297,509,1,1,0,0,1,4,3,3,2,0,3,5,3,0,3,2,3,4,3,3,1,0,1,0,1,1,38,3,3,1
19485,0,0,0,0,0,1,1,3,3,3,3,1,SC,Florianopolis,Ingleses do Rio Vermelho,0,3,4,4,0,1,6192,437,0,1,0,1,1,3,3,3,0,0,3,3,3,1,2,2,4,3,3,3,0,1,0,1,1,1,28,3,2,0
48534,0,0,0,1,0,0,0,3,1,3,3,0,RS,TAQUARA,EMPRESA,1,3,2,3,0,0,2664,397,0,0,1,0,1,5,4,2,0,1,3,3,3,1,3,4,3,2,3,3,0,0,1,0,1,0,46,2,3,0
42848,0,3,0,0,0,0,0,1,4,4,3,0,SP,SAO PAULO,JD MARILIA,1,3,3,3,0,0,3711,586,0,0,1,1,0,3,3,1,0,0,3,3,3,0,2,4,1,3,3,3,0,0,0,0,0,1,33,3,3,0
19179,1,0,0,0,0,1,1,2,4,2,3,0,BA,PAULO AFONSO,CILA CETENCO,1,2,3,3,1,0,3938,488,1,1,0,1,0,4,3,2,0,0,3,3,3,0,3,3,3,4,3,3,1,1,0,0,0,1,60,3,3,1
43111,0,0,0,0,1,1,1,3,3,3,3,0,PB,JOAO PESSOA,MANGABEIRA VII,1,3,3,3,1,0,3072,344,1,0,1,0,1,3,4,3,1,0,3,2,3,0,3,4,3,1,3,3,0,0,0,0,0,1,26,3,3,1
18884,0,0,0,0,0,1,1,3,3,4,3,0,RS,SAPIRANGA,SANTA FE,0,2,3,4,0,1,2303,397,1,1,1,0,0,3,3,3,0,0,3,5,3,1,3,3,4,2,3,3,1,1,0,0,1,1,32,3,1,1
7871,2,1,0,0,0,0,1,3,1,3,3,1,BA,EUNAPOLIS,JUCA ROSA,0,4,3,3,1,1,3206,550,1,0,1,1,0,3,3,3,0,1,5,3,3,0,3,3,3,4,3,3,0,0,1,0,1,0,31,4,1,1
7781,1,0,0,0,1,1,0,3,4,3,3,1,SP,FRANCA,JD AEROPORTO 3,1,3,2,4,1,0,1968,539,0,0,0,1,0,3,4,3,0,1,3,2,2,0,3,3,3,3,3,3,0,0,1,1,1,0,25,3,3,0
3610,0,0,0,1,0,0,0,2,3,3,3,0,GO,aparecida de goiania,colina azul,1,3,3,4,0,0,2399,458,0,1,0,1,1,3,2,3,0,1,5,3,3,0,3,3,2,2,4,3,0,0,0,0,1,1,41,3,4,1
16277,0,2,0,0,0,1,0,3,2,3,5,1,SP,Lencois Paulista,Jardim do Caju II,0,3,4,3,1,0,881,545,1,0,0,1,0,3,2,2,0,0,3,3,3,0,3,3,3,4,2,3,1,1,1,0,1,0,26,1,3,1
26493,0,0,0,0,1,1,0,2,3,4,3,1,PE,Petrolina,Jose e Maria,1,2,3,3,0,0,3454,494,0,1,0,1,1,3,3,3,0,1,2,3,4,0,3,3,0,2,3,3,1,0,0,0,1,0,44,3,3,1
42102,1,1,0,0,1,1,0,4,4,3,3,1,MG,Uberlandia,Jardim Brasilia,1,3,3,3,0,1,1712,418,1,1,0,1,0,2,3,3,0,0,3,3,3,0,2,3,3,3,3,4,1,0,0,1,1,1,35,3,3,1
5911,1,1,0,0,1,0,0,3,4,3,3,0,PA,BELEM,MONTESE,1,2,3,3,1,0,3528,502,0,1,1,1,0,3,3,3,1,0,4,3,1,0,3,3,2,3,3,3,1,0,1,0,1,0,39,2,3,1
1768,0,0,0,0,0,1,1,5,3,4,3,1,RS,VIAMAO,SANTA CECILIA,1,3,1,2,0,1,2958,520,1,1,1,0,1,2,3,4,1,0,3,2,4,1,3,2,3,3,4,3,1,1,0,1,0,0,25,3,3,1
4971,0,0,0,0,0,0,0,3,3,2,3,1,ES,ARACRUZ,GUAXINDIBA,1,5,3,3,1,0,3897,602,0,0,1,0,1,4,3,3,0,0,3,3,3,0,3,5,4,5,3,3,0,1,0,0,1,1,25,3,3,1
2940,0,0,0,0,1,1,1,4,3,3,3,0,RJ,RIO DE JANEIRO,JD PROGRESSO    BANGU,1,3,3,3,1,0,1732,459,0,0,1,0,1,3,3,3,0,0,4,3,3,0,5,3,3,3,1,3,0,0,1,0,1,0,44,4,5,1
8342,0,0,0,0,0,1,0,4,5,3,2,0,ES,ITAPEMIRIM,JOACIMA,1,3,3,3,0,1,2194,682,1,1,0,0,1,3,5,3,0,0,2,4,3,1,3,3,3,3,3,3,1,1,0,1,1,1,44,3,3,1
16478,0,0,1,0,1,1,0,3,3,3,3,1,MG,SAO ROQUE DE MINAS,CEU AZUL,0,3,1,3,1,1,2099,414,0,1,0,0,1,3,3,3,0,1,3,3,4,1,3,3,4,3,3,3,0,0,1,0,0,1,30,4,3,0
49446,1,0,1,0,1,0,1,3,3,4,3,0,AM,MANAUS,NOSSA SENHORA DAS GRACAS,1,3,3,4,1,1,2655,403,0,1,0,1,0,3,4,3,0,0,3,3,3,1,3,2,3,3,3,3,1,1,0,1,1,1,29,4,3,1
3407,1,0,0,0,0,0,0,3,2,3,3,1,RS,Pelotas,Fragata,0,2,3,3,1,1,4987,461,0,1,1,1,1,3,3,2,0,1,4,3,1,0,2,3,2,3,4,3,1,1,1,1,1,1,32,3,4,1
38173,0,0,0,0,0,0,1,3,2,3,2,1,PE,CARUARU,ALTO DA BALANCA,1,2,2,3,1,0,3977,556,1,1,1,1,0,3,3,3,0,0,3,3,2,0,3,3,4,3,3,3,1,1,1,1,1,0,33,3,3,1
27658,0,0,0,2,0,1,0,3,3,3,3,0,MA,ITAPECURU MIRIM,CENTRO,0,2,3,3,1,0,3798,467,0,1,1,0,1,2,3,3,0,0,3,3,3,1,3,4,3,4,4,2,1,0,0,0,1,0,39,3,3,1
26953,0,1,0,1,0,0,1,3,1,3,4,0,RS,passo fundo,nene gref,0,3,4,3,1,1,545,358,1,1,0,0,0,3,2,3,1,0,3,3,3,1,3,3,4,3,3,2,1,0,0,1,1,0,27,1,2,1
12404,0,1,0,0,0,1,1,3,2,2,2,1,PB,CABEDELO,CENTRO,1,3,4,4,1,1,4059,803,1,1,0,1,0,3,3,3,0,1,2,3,3,1,3,1,3,3,3,3,1,1,1,0,0,1,31,3,3,1
25820,1,0,0,0,1,0,0,3,3,4,3,0,MG,araxa,vila joao ribeiro,0,3,3,3,1,0,4283,516,0,1,1,1,0,1,3,3,1,0,2,3,3,0,5,3,2,2,4,4,1,0,1,0,1,1,25,3,3,1
13182,0,1,0,0,1,1,1,3,3,3,3,0,SP,ARACATUBA,PQ INDUSTRIAL,1,3,4,4,1,1,4653,666,0,1,0,1,0,3,3,1,0,0,4,3,2,1,3,3,3,3,2,3,1,1,0,0,0,0,25,3,3,1
6546,0,0,1,0,1,0,1,3,2,2,3,1,PB,CAAPORA,CENTRO,1,0,2,3,1,0,2480,377,1,1,0,0,0,3,2,3,0,1,3,4,3,0,3,3,4,3,3,3,1,1,1,0,0,1,53,3,3,1
47938,0,2,1,0,0,0,0,2,3,3,2,0,AP,MACAPA,UNIVERSIDADE,0,3,3,3,1,0,3791,429,1,0,0,0,0,3,3,3,0,0,3,3,3,0,2,3,3,3,1,3,0,0,0,1,1,1,49,3,3,0
34998,1,0,3,0,1,1,1,2,3,3,3,1,SP,SUMARE,PQ RES IPIRANGA,1,3,3,2,1,1,3733,518,0,1,1,1,0,3,2,4,0,0,2,3,3,0,3,2,2,3,4,3,1,1,1,0,1,1,25,3,3,1
43125,0,0,0,0,1,1,0,4,3,4,4,1,PA,PARAGOMINAS,PROMISSAO II,1,1,2,4,1,1,2821,351,0,1,1,0,1,3,3,4,0,0,3,3,3,1,4,3,3,3,3,3,1,0,1,0,0,1,46,3,3,1
27842,0,0,2,1,0,0,1,3,2,3,3,0,SP,Sao Paulo,Vila Maria alta,0,3,3,3,0,1,3611,546,1,0,0,1,1,4,2,3,1,0,3,3,3,1,2,3,4,2,5,4,0,0,0,0,1,1,51,2,3,1
38410,0,0,0,0,1,1,0,3,3,2,3,1,RJ,ARARUAMA,COQUEIRAL,1,3,3,4,1,0,3555,614,1,0,0,0,1,3,3,2,0,1,3,3,3,1,3,5,2,3,3,3,0,0,0,0,1,1,35,3,2,0
13863,0,0,0,0,1,1,1,2,4,3,3,0,BA,ITACARE,VINTE SEIS DE JANEIRO,1,3,3,3,1,1,4166,603,1,0,0,0,1,3,3,4,0,0,3,3,3,0,3,3,2,3,4,3,0,1,0,1,1,0,46,2,3,0
12150,1,1,0,0,0,1,1,3,2,2,3,1,RJ,MENDES,SANTA RITA,0,3,3,3,1,0,2744,631,1,1,0,0,0,3,3,4,0,1,5,3,3,1,2,4,2,4,3,3,1,1,1,1,0,1,27,2,3,1
15042,0,1,0,2,0,0,0,1,3,4,3,1,RS,Cachoeira do Sul,Augusta,0,3,3,3,0,0,1326,341,0,0,0,0,0,3,2,2,0,0,3,4,3,1,3,3,3,3,2,3,0,0,1,0,0,0,37,3,2,0
45535,0,0,1,1,1,1,0,3,4,3,3,0,PE,PAULISTA,VL T GALVAO,1,3,3,2,1,1,4945,519,1,1,1,0,1,3,3,3,0,0,4,3,4,1,3,3,4,3,3,1,1,0,1,0,1,1,25,6,3,1
9260,0,0,0,1,1,1,1,3,3,4,5,0,RJ,Duque de Caxias,Vila Sao Luis,1,3,3,3,0,1,2569,460,1,0,0,1,1,3,3,2,0,1,3,2,3,1,3,2,4,3,3,5,0,1,0,1,1,0,40,3,4,0
45797,0,1,0,0,0,0,0,4,4,3,3,0,MG,BOCAIUVA,ZUMBI,1,4,3,3,1,1,211,456,1,0,1,1,0,3,5,3,0,1,3,5,3,0,3,3,3,4,2,2,0,0,0,0,1,1,36,3,3,0
20140,0,0,0,0,0,1,1,3,3,3,2,0,PR,BOCAIUVA DO SUL,JARDIM CRUZEIRO,0,2,3,4,1,1,3056,405,1,1,1,1,0,3,2,3,0,1,3,3,3,0,3,2,5,3,3,3,1,0,1,1,1,0,41,3,3,1
20619,1,0,0,0,1,1,1,4,3,3,2,1,ES,Cachoeiro de Itapemirim,Zumbi,0,3,4,3,1,0,3824,547,1,1,0,1,0,3,4,2,0,0,4,2,3,1,3,3,3,3,3,3,1,1,0,0,1,0,29,4,3,1
31904,0,0,0,0,1,0,1,3,3,3,3,1,RN,NATAL,SOLEDADE 2,0,3,4,3,0,0,1633,357,1,0,0,0,1,3,2,3,0,1,3,3,3,0,3,3,3,3,3,3,0,0,0,1,1,1,50,2,3,1
33299,0,0,0,0,1,0,1,3,2,1,3,0,AL,MACEIO,FAROL,1,3,3,3,0,0,2295,449,1,1,0,1,1,2,5,4,0,0,4,3,3,0,4,3,3,3,3,3,1,0,1,1,1,0,40,3,3,1
34761,0,0,0,0,1,1,1,3,2,3,2,0,SP,IG DO TIETE,COHAB,1,3,4,4,0,1,2667,483,1,1,1,1,1,3,3,4,0,0,2,3,3,0,3,3,3,2,4,3,1,1,0,0,1,1,40,4,3,1
28503,0,0,0,0,0,0,1,3,4,2,3,0,SP,JAU,JOAO BALLAN I,1,3,5,4,0,1,3345,403,0,1,1,1,0,3,3,4,0,1,3,3,2,1,3,2,3,3,4,3,1,1,1,1,0,1,49,3,3,1
28605,0,0,0,0,1,1,1,3,3,3,3,1,RN,Natal,Pajucara,1,4,4,5,0,0,3395,516,1,1,1,0,1,3,2,3,0,1,3,3,3,1,3,3,3,3,3,3,1,1,1,0,0,0,40,3,3,1
27702,0,1,2,0,1,0,1,3,5,3,4,1,BA,Rio Real,Salgadeira,1,2,3,3,0,0,3580,466,0,1,0,0,0,2,3,3,0,1,3,3,5,0,3,3,3,4,3,4,1,1,0,1,0,1,31,3,3,1
29087,0,3,0,0,1,1,1,2,3,3,3,0,MG,Araguari,Brasilia,0,2,3,3,0,1,1593,525,1,0,0,1,0,3,3,2,0,1,2,3,3,0,3,3,3,3,3,3,0,0,0,0,1,0,44,4,3,0
3533,0,0,0,0,1,1,0,2,3,4,3,0,MG,MONTES CLAROS,SANTOS REIS,0,3,4,3,0,0,4152,522,0,1,1,0,0,3,3,2,0,0,3,3,3,0,3,2,3,5,2,4,1,0,0,0,0,0,40,3,3,1
22838,0,2,0,0,0,1,1,4,3,3,6,0,RS,PINHEIRO MACHADO,RURAL,0,3,3,3,1,1,2065,394,1,0,1,1,0,4,2,2,0,0,2,3,5,0,3,3,3,3,3,4,1,1,0,0,1,1,25,3,3,1
